IID	PC1	PC2	PC3	PC4
CTS_102	0.01643341893096645	-0.015240149938359593	0.040464529342204854	0.09167177099273237
CTS_103	0.027671646100346784	0.06538420485584275	-0.0023846655769399405	-0.03135692148618146
CTS_104	0.013956905621633544	-0.0395472033645671	0.12402621532297403	-0.06953118296493017
CTS_106	0.05381934855513303	-0.024059149107734327	-0.0005507405046648189	-0.12907983677927676
CTS_108	0.05054442388120768	0.002648310236028688	0.08878935024900371	-0.1011015225748762
CTS_109	0.06500884243865411	-0.025054956877692672	-0.00380198045913469	-0.11467714400883827
CTS_110	0.13356279472908655	0.09694389515442815	-0.0004555919452626449	0.03789826645154609
CTS_114	0.0641661347177194	0.028707831390657617	0.0446471631047005	0.021524302621153592
CTS_115	0.04301527583480053	0.02205383801259233	0.015298282151311113	0.007830421943956192
CTS_116	-0.05131454900838623	-0.059804849056309055	-0.0708918912318802	-0.012387211223971347
CTS_117	0.05019964472779738	-0.0754294248705414	0.05717241845393335	-0.022703514004587384
CTS_118	0.052067751353860235	0.13283722286934335	0.015716167766694374	0.07195719957480223
CTS_119	-0.011710623341279328	0.036682189464202375	-0.09346841839623661	0.13897898909635495
CTS_121	0.02403527532087138	-0.0032473391130885135	0.04850925420745523	0.05453285900876011
CTS_124	-0.09044684465938914	-0.04808706660228577	-0.028429597405108656	-0.21553514263474274
CTS_130	0.05369195131686874	-0.014601610925740645	0.0696984678115043	0.04681423402390195
CTS_131	-0.03818887169558836	-0.12260644561690652	0.05576924642697634	-0.12056920272007955
CTS_132	0.017352223553762244	0.09019453870748942	0.07619690836740667	-0.08600875515167483
CTS_133	-0.26294564459179665	0.23571961180311973	-0.057929312049572974	-0.12958202951777048
CTS_134	0.04514113596986013	0.11926603642613609	-0.052963683768146634	-0.022156000005160974
CTS_136	0.002377496054908224	-0.05298093599148541	0.061899832188845316	-0.0843098460026778
CTS_137	-0.024779868836459665	0.061864050000613964	0.02105494394508863	-0.008471311244997658
CTS_138	-0.06238154539821662	0.13428320073618896	0.17399538975755327	0.06852190995713933
CTS_140	0.10315584856641531	-0.0877214839663457	-0.0031975883047116304	0.07253661243455292
CTS_141	0.10005764770265393	0.09252374633029954	-0.06185219379226202	-0.12714824431354813
CTS_142	0.030182265337208594	0.034831405439517335	-0.21476264404137207	-0.011481156456884972
CTS_143	-0.08009911315336819	0.04656706254680237	0.16278959739708201	0.05660945193352208
CTS_144	0.0849595045641581	-0.002155369955260864	-0.0355765911738039	-0.01582468794473251
CTS_145	0.04588730402436719	-0.10570934195323549	-0.0400415107942846	-0.0073208380275498995
CTS_146	-0.03700134660456962	-0.018740108022556153	0.04413526991191	-0.07674378463222171
CTS_147	0.11144007243561897	0.09115340470153915	0.1409746316900388	-0.1471371098616408
CTS_148	-0.02082484820551865	0.001748587709802776	-0.11632026982370489	-0.04205816796506381
CTS_149	0.024463779334910105	-0.22412946331493516	0.13228851342109293	0.0005015469469349665
CTS_151	0.08656258465505548	-0.0955299708938637	-0.049832238898031754	-0.0046731970532667534
CTS_152	-0.05576279545487117	0.06508812204972737	-0.06538878649903908	0.14197103599828503
CTS_154	0.1544715823982305	-0.21462280274156917	-0.05458253544251827	-0.02691039189616769
CTS_155	-0.021912870344166488	-0.04777597903991066	-0.13113065234990776	-0.09089298269144007
CTS_157	0.0927672534265545	0.06957103840890722	0.014521906353706697	0.004583066372103531
CTS_158	0.021570526079004938	-0.01252496946017635	0.028637998440947963	0.0380653215049942
CTS_159	-0.4736254189778827	-0.36937339677605846	0.08110196115377305	0.2354787591773486
CTS_16	0.05175839424852639	-0.21271784909586394	0.020551542024636188	-0.028074065988105266
CTS_160	0.03129761393840819	-0.04311625569299542	-0.04904498727658317	0.05204134660702199
CTS_162	0.03943957088486752	-0.006014026469656583	0.02269556441989956	0.12861014618004826
CTS_164	0.054195631943005536	0.21116907637955618	-0.09634238914996968	0.0868143028393775
CTS_166	0.06897554648935128	-0.0017288097934663282	-0.043535855851594044	0.02100942066525122
CTS_167	0.045015169598190324	-0.03642536434204271	0.08199237192692928	-0.06591586151283696
CTS_168	0.02188158131233308	-0.04870600264181559	-0.20089383780105682	0.006421496579295384
CTS_169	-0.01508391463868022	0.040860708403793806	0.04449107008078751	0.06081631207380653
CTS_172	-0.026775007860205428	-0.014573054872183133	-0.02287498144631256	-0.0807805426466753
CTS_175	0.052037262894426714	-0.03232637541506414	-0.010767967904948076	0.02348212433351748
CTS_176	-0.007573983198068835	-0.06613771865583536	-0.08868103859739586	0.1141883280478207
CTS_177	-0.02826419961816454	-0.04968574593520053	0.03810635098350496	-0.01661230485510798
CTS_18	-0.2513671986371409	0.19203351318604814	0.030777233108743363	-0.2473541991365489
CTS_181	-0.0025987486529967575	0.03689111830547301	0.04278162910051924	0.09489447281736225
CTS_182	-0.07895792421122343	0.005090835799484982	0.13452356963038345	0.18681114525942322
CTS_186	0.005143916120378584	0.10051229561849849	0.009416445273051981	0.05081571895388951
CTS_187	0.014920456796256996	-0.028695028065023356	0.00984120979303018	0.10254654787639707
CTS_188	0.05809957014007159	-0.058411884236981244	0.09331055960579518	0.0009198568835263299
CTS_189	0.04793808553984157	0.15035163296247817	0.039523892172162664	0.026631176774769835
CTS_19	-0.0025392401081568965	-0.10846043542938394	-0.0615330056066051	-0.13466617752860163
CTS_190	-0.0018772199490246797	-0.08207082997028634	-0.024469050320107075	-0.0508528450079543
CTS_191	0.054316346421086466	-0.033572869531285854	-0.02109181850884015	0.08864591454180476
CTS_192	-0.06424465996677456	0.01001402780910125	0.002396884382308986	-0.05722368258094464
CTS_193	-0.014703534798718014	0.06750573871831776	-0.05693544446846181	-0.007913991664110461
CTS_194	-0.05439242737550358	-0.03415695006311689	-0.10541489438293383	-0.14233734609518697
CTS_195	-0.02910331654072378	-0.08231210687187751	-0.0029678275212562783	-0.006940678440058742
CTS_197	-0.058708318659214546	-0.0059820958582231555	0.08993802374738982	0.027844246651288648
CTS_198	0.00488637484185878	-0.05464606996574487	-0.005794523271992697	-0.055784529292974255
CTS_199	-0.010813082376255024	-0.016179350571619157	-0.07752143800677601	0.02139457451253076
CTS_2	-0.15876620588171028	0.01138755129226396	0.020555309961021583	-0.03179650920089522
CTS_200	-0.3210505943335133	0.04057028159082451	-0.00616463334640698	0.05361611385551807
CTS_201	0.030383416587967983	-0.1464298752277752	0.026917274286565537	-0.04572725659976506
CTS_202	0.04404219813556684	-0.008410563127680903	-0.010628908228979599	0.059591202532317346
CTS_203	0.1103523951646515	-0.004606498594670584	0.2683292908296044	0.09988011262783883
CTS_22	-0.014606297742768427	-0.15644225956614452	-0.015985704178393914	0.05076558934562827
CTS_33	0.04007443519320984	0.04267484582155593	-0.04535792578531053	0.06782083058157529
CTS_36	0.08605273171881064	0.13726205701427135	0.11254440846631107	-0.01231694915879899
CTS_38	-0.0013268598773490397	0.006599692375986806	0.03702965282299975	-0.09224100560977974
CTS_40	0.06805551901721418	-0.005401146743127508	-0.07318950408490675	0.01812855280948149
CTS_43	-0.033542042796433566	-0.017758756346163716	-0.04372296359925164	0.10145007793540431
CTS_45	-0.05360725899628064	0.06734024348920753	-0.008979295788374636	0.057611645899979524
CTS_5	-0.028164288371341623	0.05587780370948873	0.09669165485597858	-0.044154808098608084
CTS_500	-0.1290142939461241	0.15071292471385553	-0.10750555790146976	0.01668483936120762
CTS_503	-0.0007673277378358536	-0.03593020558234174	-0.02149801429250894	0.005410388784071127
CTS_504	-0.02871130423583873	-0.03883046176841849	-0.17374871230015707	-0.14965064984789686
CTS_505	0.017673216145660784	0.010545387542500421	-0.07581405326022556	-0.0723894177130235
CTS_507	-0.023346875887275607	0.08443616322787859	-0.12002307630397921	0.1027780368914534
CTS_508	0.012089254646072224	0.11394870787996644	0.0486499440915386	0.22483765894485336
CTS_509	-0.02502540843526245	0.009492352445599834	0.0034153385345106475	-0.03819853484520273
CTS_510	0.07427967296328174	0.14509441783251284	-0.002389109079222422	0.10201736154444825
CTS_512	0.03557974471562174	0.02026187979386698	-0.023208593954542733	0.05993345116222569
CTS_513	0.0559236834784285	-0.04814263439967381	0.1054117730021702	-0.02882005617266525
CTS_515	-0.0127868811488992	-0.008381910808345999	-0.08921592381331289	-0.16066486496490304
CTS_516	0.020424979726957136	-0.009017804647661956	-0.19614745404870004	0.040576797667637034
CTS_517	0.03007990274724705	0.00854984428475617	0.2882853587727665	-0.11556165984866905
CTS_518	0.11216336906075039	-0.04798052597110903	-0.00022924146255317505	-0.20164257606842123
CTS_520	0.0494900783658896	0.03411103500557006	-0.0789427971246583	0.02125093298125634
CTS_521	-0.0721588905528633	0.006121997190680339	-0.06324895767549954	0.11116975809915103
CTS_522	-0.01853506149737333	-0.02213352372577167	-0.18847189087652727	-0.010457401018320777
CTS_524	-0.014037436674479715	-0.02960535529646429	-0.0064439336263538444	-0.013972397819957771
CTS_525	0.09087097413266387	-0.13904898922340497	0.010224456049737065	0.013899239535244428
CTS_526	0.03511011124881683	-0.1040489023131305	-0.024401856988871002	0.03377485816165179
CTS_527	-0.11207377394509233	0.07761343817310926	0.10682619462943711	0.11126803965912396
CTS_528	0.019857738683485466	-0.09187323211001848	-0.09116475289879182	-0.02639508678121597
CTS_529	0.011694151402451527	-0.09222313331434438	-0.003232845983973578	0.13234199394873722
CTS_530	-0.04396861450023442	0.07409814558983631	0.22218813603814894	-0.06653365592998342
CTS_531	0.06749714547195784	0.13138228661573506	-0.15812410228764992	0.0182051726812977
CTS_532	0.03814283883518072	0.07096811287715615	-0.039090539993703106	0.12903679337014903
CTS_533	0.009219611846294279	0.03589477325735795	-0.09019121475623028	0.0645120461616489
CTS_534	0.07852823488129423	0.003263131091261197	0.14284846177479893	-0.019870887534902154
CTS_535	0.08627074714707843	-0.08301756954771607	-0.07338465863375321	0.05081801856965826
CTS_536	0.033519981246704855	-0.0645906818007959	0.04952198935339703	0.03571103217568655
CTS_537	0.02026986863307472	0.03575066517251299	0.16771304473324242	-0.13982235487390837
CTS_539	0.12702078678135126	0.10523000927090548	-0.016972623171320377	0.14963748652305037
CTS_541	0.13468785319308585	-0.09613351677171647	-0.1022336117046459	0.058611694720067775
CTS_542	-0.08985646851691838	0.13613177168801693	-0.11796356714345123	0.05937309767134811
CTS_544	0.017833163329258325	0.06766578167125843	-0.03855936720967876	-0.03531365635684333
CTS_546	-0.008833160467320427	0.06746252776951639	0.018531497759651325	0.04421360650217689
CTS_547	0.020364816727307743	0.052013098074159686	-0.04776313067071657	-0.05731550966556304
CTS_549	0.09141640352516818	0.01079534753585435	-0.03215401888531706	-0.01734731827532429
CTS_550	-0.0195173981194872	-0.013723159405948602	0.0651908757210098	0.07632367240601613
CTS_551	0.05591093498755574	0.024463157234111358	-0.10974357612506526	-0.03371008885274677
CTS_552	-0.03680635275534735	-0.12693077615703796	0.038553310777387835	-0.10006269021074798
CTS_553	-0.32730742978939964	0.007732030340494967	0.013949923401379587	-0.024858293797589824
CTS_554	0.02072883396434645	-0.06846590186111229	0.011574806377143048	-0.05372065901475458
CTS_556	-0.037417945779085575	-0.09702025984812844	-0.07681554573693901	0.08326804362897007
CTS_557	-0.09497788703371682	-0.09883794150518169	-0.11583872589741241	-0.06953157667378096
CTS_558	0.016928747208606584	0.10358950731825603	0.0015740628389962097	0.14644838565030238
CTS_559	0.01259119459074758	0.03823173043237691	0.08200870563872081	0.03155555125964968
CTS_560	0.022302157105969483	0.09904708980353437	0.07772020841184744	-0.07613029952524163
CTS_59	-0.008064535661127505	-0.023891788798838097	-0.015278736024264307	-0.009838944806794677
CTS_63	-0.0013579913595052583	0.006436326397683848	0.04068391680224077	-0.037250593600845025
CTS_64	0.02198152866465818	-0.011150332685662895	0.016669106873148678	-0.019319715729114197
CTS_69	-0.043252654133292975	-0.0597844450227509	-0.01687856208878416	0.004758492041497882
CTS_70	0.02498601537115935	0.06314629893000556	0.13325501160344735	-0.08277421419956914
CTS_73	0.03549622022388291	-0.03524276963945867	0.013248579991070208	0.043889653042225044
CTS_79	0.0128451841304603	0.00770998240965797	0.0014083304972609698	0.011139688422687633
CTS_8	-0.043864674440875315	-0.010399561983498385	-0.07136796430195737	-0.15075241666221564
CTS_81	0.028304840869188667	-0.002753562935349163	0.08964043168669059	0.002037685749736591
CTS_83	-0.1503080138410557	-0.03977579246616808	0.12580893254181125	0.01905001292877404
CTS_84	0.05650005926523565	-0.060110179405979826	0.01085162703989276	0.005852729575075192
CTS_85	0.052484579304416676	-0.008413731044730144	0.052647923408793866	0.04474953279778728
CTS_88	-0.013346043951255193	0.03223713588494609	0.009937289541390126	0.030505550720957147
CTS_89	-0.1972418632230623	0.007266013453168023	-0.05098327158595519	0.05029634263034077
CTS_9	-0.10685852800454336	0.13575576339851622	-0.07395236020668675	-0.19790618710912164
